Transformation,Core SMILES,Monomer SMILES,Product SMILES,Alkyl Group SMILES [Core],Alkyl Group SMILES [X],Salt,Salt Ratio,Yield (%),Yield,Purified,C(sp3)-X Substitution,Main C(sp3) substituent Type,Remote FG,,,
Negishi-Pd,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,Br[Zn]C1CCCCC1,O=C1COCc2nc3ccc(cn3c12)C4CCCCC4,[Core]C1CCCCC1,[X]C1CCCCC1,TFA,1,27,0.2732,10.5,2 - Secondary,alkyl,--,,,
BF3K-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)C1OCCCC1.[K+],C1(N2C=CC=N2)=CC(C3CCCCO3)=CC=C1,[Core]C1CCCCO1,[X]C1CCCCO1,,,39,0.3891,10.5,2 - Secondary,oxy - ether,--,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,OC(=O)[C@@H]1CCCCO1,C1(N2C=CC=N2)=CC(C3CCCCO3)=CC=C1,[Core]C1CCCCO1,[X]C1CCCCO1,,,2,0.0202,0.6,2 - Secondary,oxy - ether,--,,,
BF3K-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)C1OCCCC1.[K+],C1(N2C=CC=N2)=CC(C3CCCCO3)=CC=C1,[Core]C1CCCCO1,[X]C1CCCCO1,,,0,0,0,2 - Secondary,oxy - ether,--,,,
BF3K-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)C1OCCCC1.[K+],CN1CCN(Cc2ccc(cc2)C3CCCCO3)CC1,[Core]C1CCCCO1,[X]C1CCCCO1,TFA,1,28,0.2842,13.8,2 - Secondary,oxy - ether,--,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,OC(=O)[C@@H]1CCCCO1,CN1CCN(Cc2ccc(cc2)C3CCCCO3)CC1,[Core]C1CCCCO1,[X]C1CCCCO1,TFA,1,0,0,0,2 - Secondary,oxy - ether,--,,,
BF3K-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)C1OCCCC1.[K+],CN1CCN(Cc2ccc(cc2)C3CCCCO3)CC1,[Core]C1CCCCO1,[X]C1CCCCO1,,,4,0.0401,1.1,2 - Secondary,oxy - ether,--,,,
BF3K-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)C1OCCCC1.[K+],C[C@@H]1CN(CCN1c2ncc(cn2)C3CCCCO3)C(=O)COC(C)(C)C,[Core]C1CCCCO1,[X]C1CCCCO1,,,32,0.3191,14.5,2 - Secondary,oxy - ether,--,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,OC(=O)[C@@H]1CCCCO1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCCCO3)C(=O)COC(C)(C)C,[Core]C1CCCCO1,[X]C1CCCCO1,,,4,0.0425,2,2 - Secondary,oxy - ether,--,,,
BF3K-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)C1OCCCC1.[K+],C[C@@H]1CN(CCN1c2ncc(cn2)C3CCCCO3)C(=O)COC(C)(C)C,[Core]C1CCCCO1,[X]C1CCCCO1,,,0,0,0,2 - Secondary,oxy - ether,--,,,
BF3K-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)C1OCCCC1.[K+],O=C1COCc2nc3ccc(cn3c12)C4CCCCO4,[Core]C1CCCCO1,[X]C1CCCCO1,,,22,0.2195,7.5,2 - Secondary,oxy - ether,--,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,OC(=O)[C@@H]1CCCCO1,O=C1COCc2nc3ccc(cn3c12)C4CCCCO4,[Core]C1CCCCO1,[X]C1CCCCO1,,,0,0,0,2 - Secondary,oxy - ether,--,,,
BF3K-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)C1OCCCC1.[K+],O=C1COCc2nc3ccc(cn3c12)C4CCCCO4,[Core]C1CCCCO1,[X]C1CCCCO1,,,0,,,2 - Secondary,oxy - ether,--,,,
BF3K-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)C1CCCN1C(OC(C)(C)C)=O.[K+],CC(C)(C)OC(=O)N1CCCC1c2cccc(c2)n3cccn3,[Core]C1CCCN1C(=O)OC(C)(C)C,[X]C1CCCN1C(=O)OC(C)(C)C,,,40,0.4008,15.7,2 - Secondary,amino - carbamate/amide,--,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,CC(C)(C)OC(=O)N1CCCC1c2cccc(c2)n3cccn3,[Core]C1CCCN1C(=O)OC(C)(C)C,[X]C1CCCN1C(=O)OC(C)(C)C,,,26,0.2553,10.4,2 - Secondary,amino - carbamate/amide,--,,,
BF3K-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)C1CCCN1C(OC(C)(C)C)=O.[K+],CC(C)(C)OC(=O)N1CCCC1c2cccc(c2)n3cccn3,[Core]C1CCCN1C(=O)OC(C)(C)C,[X]C1CCCN1C(=O)OC(C)(C)C,,,12,0.1181,3.7,2 - Secondary,amino - carbamate/amide,--,,,
BF3K-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)C1CCCN1C(OC(C)(C)C)=O.[K+],CN1CCN(Cc2ccc(cc2)C3CCCN3C(=O)OC(C)(C)C)CC1,[Core]C1CCCN1C(=O)OC(C)(C)C,[X]C1CCCN1C(=O)OC(C)(C)C,TFA,1,42,0.4173,24.7,2 - Secondary,amino - carbamate/amide,--,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,CN1CCN(Cc2ccc(cc2)C3CCCN3C(=O)OC(C)(C)C)CC1,[Core]C1CCCN1C(=O)OC(C)(C)C,[X]C1CCCN1C(=O)OC(C)(C)C,TFA,1,16,0.1622,9.6,2 - Secondary,amino - carbamate/amide,--,,,
BF3K-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)C1CCCN1C(OC(C)(C)C)=O.[K+],CN1CCN(Cc2ccc(cc2)C3CCCN3C(=O)OC(C)(C)C)CC1,[Core]C1CCCN1C(=O)OC(C)(C)C,[X]C1CCCN1C(=O)OC(C)(C)C,,,28,0.2782,10,2 - Secondary,amino - carbamate/amide,--,,,
BF3K-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)C1CCCN1C(OC(C)(C)C)=O.[K+],C[C@@H]1CN(CCN1c2ncc(cn2)C3CCCN3C(=O)OC(C)(C)C)C(=O)COC(C)(C)C,[Core]C1CCCN1C(=O)OC(C)(C)C,[X]C1CCCN1C(=O)OC(C)(C)C,,,32,0.3231,18,2 - Secondary,amino - carbamate/amide,--,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCCN3C(=O)OC(C)(C)C)C(=O)COC(C)(C)C,[Core]C1CCCN1C(=O)OC(C)(C)C,[X]C1CCCN1C(=O)OC(C)(C)C,,,15,0.1508,8.7,2 - Secondary,amino - carbamate/amide,--,,,
BF3K-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)C1CCCN1C(OC(C)(C)C)=O.[K+],C[C@@H]1CN(CCN1c2ncc(cn2)C3CCCN3C(=O)OC(C)(C)C)C(=O)COC(C)(C)C,[Core]C1CCCN1C(=O)OC(C)(C)C,[X]C1CCCN1C(=O)OC(C)(C)C,,,16,0.1625,7.5,2 - Secondary,amino - carbamate/amide,--,,,
BF3K-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)C1CCCN1C(OC(C)(C)C)=O.[K+],CC(C)(C)OC(=O)N1CCCC1c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCCN1C(=O)OC(C)(C)C,[X]C1CCCN1C(=O)OC(C)(C)C,,,21,0.2073,9.3,2 - Secondary,amino - carbamate/amide,--,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,CC(C)(C)OC(=O)N1CCCC1c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCCN1C(=O)OC(C)(C)C,[X]C1CCCN1C(=O)OC(C)(C)C,,,0,0,0,2 - Secondary,amino - carbamate/amide,--,,,
BF3K-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)C1CCCN1C(OC(C)(C)C)=O.[K+],CC(C)(C)OC(=O)N1CCCC1c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCCN1C(=O)OC(C)(C)C,[X]C1CCCN1C(=O)OC(C)(C)C,,,1,0.014,0.5,2 - Secondary,amino - carbamate/amide,--,,,
CEC-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,CN1CCC(Br)C1,,[Core]C1CCN(C)C1,[X]C1CCN(C)C1,,,1,0.0102,0.3,2 - Secondary,alkyl,basic amine,,,
CEC-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CN1CCC(Br)C1,,[Core]C1CCN(C)C1,[X]C1CCN(C)C1,,,0,0,0,2 - Secondary,alkyl,basic amine,,,
CEC-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CN1CCC(Br)C1,,[Core]C1CCN(C)C1,[X]C1CCN(C)C1,,,0,0,0,2 - Secondary,alkyl,basic amine,,,
CEC-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CN1CCC(Br)C1,,[Core]C1CCN(C)C1,[X]C1CCN(C)C1,,,0,0,0,2 - Secondary,alkyl,basic amine,,,
BF3K-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)C1CN(C(OC(C)(C)C)=O)CC1.[K+],CC(C)(C)OC(=O)N1CCC(C1)c2cccc(c2)n3cccn3,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,,,22,0.2221,8.7,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,CC(C)(C)OC(=O)N1CCC(Br)C1,CC(C)(C)OC(=O)N1CCC(C1)c2cccc(c2)n3cccn3,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,,,0,0,0,2 - Secondary,alkyl,carbamate/amide,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,CC(C)(C)OC(=O)N1CCC(C1)C(=O)O,CC(C)(C)OC(=O)N1CCC(C1)c2cccc(c2)n3cccn3,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,,,14,0.1367,5.7,2 - Secondary,alkyl,carbamate/amide,,,
BF3K-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)C1CN(C(OC(C)(C)C)=O)CC1.[K+],CC(C)(C)OC(=O)N1CCC(C1)c2cccc(c2)n3cccn3,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,,,11,0.1149,3.6,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-Weix,BrC1=CC(N2N=CC=C2)=CC=C1,CC(C)(C)OC(=O)N1CCC(Br)C1,CC(C)(C)OC(=O)N1CCC(C1)c2cccc(c2)n3cccn3,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,,,26,0.2569,8.05,2 - Secondary,alkyl,carbamate/amide,,,
Negishi-Pd,BrC1=CC(N2N=CC=C2)=CC=C1,CC(C)(C)OC(=O)N1CCC(C1)[Zn]I,CC(C)(C)OC(=O)N1CCC(C1)c2cccc(c2)n3cccn3,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,TFA,1,35,0.3462,14.8,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CC(C)(C)OC(=O)N1CCC(Br)C1,CN1CCN(Cc2ccc(cc2)C3CCN(C3)C(=O)OC(C)(C)C)CC1,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,TFA,1,14,0.1436,8.5,2 - Secondary,alkyl,carbamate/amide,,,
BF3K-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)C1CN(C(OC(C)(C)C)=O)CC1.[K+],CN1CCN(Cc2ccc(cc2)C3CCN(C3)C(=O)OC(C)(C)C)CC1,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,TFA,1,6,0.0625,3.7,2 - Secondary,alkyl,carbamate/amide,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CC(C)(C)OC(=O)N1CCC(C1)C(=O)O,CN1CCN(Cc2ccc(cc2)C3CCN(C3)C(=O)OC(C)(C)C)CC1,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,TFA,1,0,0,0,2 - Secondary,alkyl,carbamate/amide,,,
BF3K-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)C1CN(C(OC(C)(C)C)=O)CC1.[K+],CN1CCN(Cc2ccc(cc2)C3CCN(C3)C(=O)OC(C)(C)C)CC1,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,,,15,0.153,5.5,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-Weix,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CC(C)(C)OC(=O)N1CCC(Br)C1,CN1CCN(Cc2ccc(cc2)C3CCN(C3)C(=O)OC(C)(C)C)CC1,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,,,2,0.0153,0.55,2 - Secondary,alkyl,carbamate/amide,,,
Negishi-Pd,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CC(C)(C)OC(=O)N1CCC(C1)[Zn]I,CN1CCN(Cc2ccc(cc2)C3CCN(C3)C(=O)OC(C)(C)C)CC1,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,TFA,1,88,0.8848,41.9,2 - Secondary,alkyl,carbamate/amide,,,
BF3K-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)C1CN(C(OC(C)(C)C)=O)CC1.[K+],,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,,,22,0.2244,12.5,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CC(C)(C)OC(=O)N1CCC(Br)C1,,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,,,34,0.3399,20.4,2 - Secondary,alkyl,carbamate/amide,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CC(C)(C)OC(=O)N1CCC(C1)C(=O)O,,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,,,0,0,0,2 - Secondary,alkyl,carbamate/amide,,,
BF3K-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)C1CN(C(OC(C)(C)C)=O)CC1.[K+],C[C@@H]1CN(CCN1c2ncc(cn2)C3CCN(C3)C(=O)OC(C)(C)C)C(=O)COC(C)(C)C,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,,,12,0.117,5.4,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-Weix,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CC(C)(C)OC(=O)N1CCC(Br)C1,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(C3CCN(C(OC(C)(C)C)=O)C3)C=N2,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,,,0,0,0,2 - Secondary,alkyl,carbamate/amide,,,
Negishi-Pd,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CC(C)(C)OC(=O)N1CCC(C1)[Zn]I,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCN(C3)C(=O)OC(C)(C)C)C(=O)COC(C)(C)C,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,TFA,1,78,0.78,44.9,2 - Secondary,alkyl,carbamate/amide,,,
BF3K-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)C1CN(C(OC(C)(C)C)=O)CC1.[K+],CC(C)(C)OC(=O)N1CCC(C1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,,,8,0.0825,3.7,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CC(C)(C)OC(=O)N1CCC(Br)C1,CC(C)(C)OC(=O)N1CCC(C1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,,,19,0.1915,8.9,2 - Secondary,alkyl,carbamate/amide,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CC(C)(C)OC(=O)N1CCC(C1)C(=O)O,CC(C)(C)OC(=O)N1CCC(C1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,,,0,0,0,2 - Secondary,alkyl,carbamate/amide,,,
BF3K-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)C1CN(C(OC(C)(C)C)=O)CC1.[K+],CC(C)(C)OC(=O)N1CCC(C1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,,,0,,,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-Weix,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CC(C)(C)OC(=O)N1CCC(Br)C1,CC(C)(C)OC(=O)N1CCC(C1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,TFA,1,8,0.0836,3.3,2 - Secondary,alkyl,carbamate/amide,,,
Negishi-Pd,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CC(C)(C)OC(=O)N1CCC(C1)[Zn]I,CC(C)(C)OC(=O)N1CCC(C1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCN(C1)C(=O)OC(C)(C)C,[X]C1CCN(C1)C(=O)OC(C)(C)C,TFA,1,0,0,0,2 - Secondary,alkyl,carbamate/amide,,,
BF3K-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)C1CCN(C(OC(C)(C)C)=O)CC1.[K+],CC(C)(C)OC(=O)N1CCC(CC1)c2cccc(c2)n3cccn3,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,51,0.5106,20.9,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,CC(C)(C)OC(=O)N1CCC(Br)CC1,CC(C)(C)OC(=O)N1CCC(CC1)c2cccc(c2)n3cccn3,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,23,0.2349,10,2 - Secondary,alkyl,carbamate/amide,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,CC(C)(C)OC(=O)N1CCC(CC1)C(=O)O,CC(C)(C)OC(=O)N1CCC(CC1)c2cccc(c2)n3cccn3,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,20,0.1975,8.6,2 - Secondary,alkyl,carbamate/amide,,,
BF3K-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)C1CCN(C(OC(C)(C)C)=O)CC1.[K+],CC(C)(C)OC(=O)N1CCC(CC1)c2cccc(c2)n3cccn3,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,1,0.0092,0.3,2 - Secondary,alkyl,carbamate/amide,,,
MIDA-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,CN1CC(=O)OB(OC(=O)C1)C2CCN(CC2)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N1CCC(CC1)c2cccc(c2)n3cccn3,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,0,0,,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-Weix,BrC1=CC(N2N=CC=C2)=CC=C1,CC(C)(C)OC(=O)N1CCC(Br)CC1,CC(C)(C)OC(=O)N1CCC(CC1)c2cccc(c2)n3cccn3,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,12,0.12,,2 - Secondary,alkyl,carbamate/amide,,,
Negishi-Pd,BrC1=CC(N2N=CC=C2)=CC=C1,CC(C)(C)OC(=O)N1CCC(CC1)[Zn]I,CC(C)(C)OC(=O)N1CCC(CC1)c2cccc(c2)n3cccn3,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,TFA,1,51,0.5142,22.7,2 - Secondary,alkyl,carbamate/amide,,,
Negishi-Pd,BrC1=CC(N2N=CC=C2)=CC=C1,CC(C)(C)OC(=O)N1CCC(CC1)[Zn]I,CC(C)(C)OC(=O)N1CCC(CC1)c2cccc(c2)n3cccn3,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,77,0.77,22.65,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CC(C)(C)OC(=O)N1CCC(Br)CC1,CN1CCN(Cc2ccc(cc2)C3CCN(CC3)C(=O)OC(C)(C)C)CC1,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,TFA,1,32,0.3216,19.6,2 - Secondary,alkyl,carbamate/amide,,,
BF3K-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)C1CCN(C(OC(C)(C)C)=O)CC1.[K+],CN1CCN(Cc2ccc(cc2)C3CCN(CC3)C(=O)OC(C)(C)C)CC1,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,TFA,1,62,0.6219,37.9,2 - Secondary,alkyl,carbamate/amide,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CC(C)(C)OC(=O)N1CCC(CC1)C(=O)O,CN1CCN(Cc2ccc(cc2)C3CCN(CC3)C(=O)OC(C)(C)C)CC1,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,TFA,1,2,0.0246,1.5,2 - Secondary,alkyl,carbamate/amide,,,
BF3K-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)C1CCN(C(OC(C)(C)C)=O)CC1.[K+],CN1CCN(Cc2ccc(cc2)C3CCN(CC3)C(=O)OC(C)(C)C)CC1,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,4,0.0402,1.5,2 - Secondary,alkyl,carbamate/amide,,,
MIDA-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CN1CC(=O)OB(OC(=O)C1)C2CCN(CC2)C(=O)OC(C)(C)C,CN1CCN(Cc2ccc(cc2)C3CCN(CC3)C(=O)OC(C)(C)C)CC1,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,0,0,0,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-Weix,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CC(C)(C)OC(=O)N1CCC(Br)CC1,CN1CCN(Cc2ccc(cc2)C3CCN(CC3)C(=O)OC(C)(C)C)CC1,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,2,0.0214,0.8,2 - Secondary,alkyl,carbamate/amide,,,
Negishi-Pd,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CC(C)(C)OC(=O)N1CCC(CC1)[Zn]I,CN1CCN(Cc2ccc(cc2)C3CCN(CC3)C(=O)OC(C)(C)C)CC1,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,TFA,1,9,0.0902,4.4,2 - Secondary,alkyl,carbamate/amide,,,
Negishi-Pd,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CC(C)(C)OC(=O)N1CCC(CC1)[Zn]I,CN1CCN(Cc2ccc(cc2)C3CCN(CC3)C(=O)OC(C)(C)C)CC1,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,0,0,0,2 - Secondary,alkyl,carbamate/amide,,,
Negishi-Pd,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CC(C)(C)OC(=O)N1CCC(CC1)[Zn]I,CN1CCN(Cc2ccc(cc2)C3CCN(CC3)C(=O)OC(C)(C)C)CC1,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,98,0.98,36.59,2 - Secondary,alkyl,carbamate/amide,,,
